scenario,nuplan_category,episode,env_id,steps,crashed,step_of_crash,total_reward,lane_changes,failure_category,primary_category,failure_events,evidence_paths,n_perception,n_prediction,n_planning,n_alignment,n_robustness,n_interaction,n_unknown
cut_in_aggressive,cut_in,0,highway-v0,30,False,0,27.34,2,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,1,highway-v0,30,False,0,27.33,12,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,2,highway-v0,30,False,0,27.61,2,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,3,highway-v0,30,False,0,28.15,21,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,4,highway-v0,30,False,0,27.66,9,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,5,highway-v0,6,True,6,4.92,2,Planning,Planning,1,results\evaluation\evidence\cut_in_aggressive_ep0005_step0006_planning.json,0,0,1,0,0,0,0
cut_in_aggressive,cut_in,6,highway-v0,30,False,0,27.4,5,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,7,highway-v0,30,False,0,27.38,7,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,8,highway-v0,30,False,0,27.77,13,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,9,highway-v0,30,False,0,27.84,4,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,10,highway-v0,30,False,0,27.64,14,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,11,highway-v0,30,False,0,27.83,4,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,12,highway-v0,3,True,3,1.83,1,Planning,Planning,1,results\evaluation\evidence\cut_in_aggressive_ep0012_step0003_planning.json,0,0,1,0,0,0,0
cut_in_aggressive,cut_in,13,highway-v0,30,False,0,27.76,2,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,14,highway-v0,30,False,0,27.69,3,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,15,highway-v0,30,False,0,27.7,7,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,16,highway-v0,30,False,0,27.65,9,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,17,highway-v0,30,False,0,28.12,21,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,18,highway-v0,30,False,0,28.12,17,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,19,highway-v0,30,False,0,27.78,8,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,20,highway-v0,30,False,0,27.97,13,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,21,highway-v0,30,False,0,28.21,4,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,22,highway-v0,10,True,10,8.36,9,Planning,Planning,1,results\evaluation\evidence\cut_in_aggressive_ep0022_step0010_planning.json,0,0,1,0,0,0,0
cut_in_aggressive,cut_in,23,highway-v0,30,False,0,27.28,13,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,24,highway-v0,30,False,0,27.49,17,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,25,highway-v0,30,False,0,27.84,20,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,26,highway-v0,30,False,0,27.83,21,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,27,highway-v0,30,False,0,27.53,6,,Unknown,0,,0,0,0,0,0,0,0
cut_in_aggressive,cut_in,28,highway-v0,5,True,5,3.84,1,Planning,Planning,1,results\evaluation\evidence\cut_in_aggressive_ep0028_step0005_planning.json,0,0,1,0,0,0,0
cut_in_aggressive,cut_in,29,highway-v0,30,False,0,27.64,20,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,0,highway-v0,24,True,24,21.34,13,Planning,Planning,1,results\evaluation\evidence\cut_in_high_speed_ep0000_step0024_planning.json,0,0,1,0,0,0,0
cut_in_high_speed,cut_in,1,highway-v0,30,False,0,27.75,18,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,2,highway-v0,30,False,0,27.71,14,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,3,highway-v0,30,False,0,27.81,10,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,4,highway-v0,30,False,0,27.32,14,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,5,highway-v0,30,False,0,27.33,11,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,6,highway-v0,30,False,0,27.31,14,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,7,highway-v0,30,False,0,27.58,10,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,8,highway-v0,30,False,0,27.52,19,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,9,highway-v0,30,False,0,27.36,7,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,10,highway-v0,30,False,0,27.49,12,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,11,highway-v0,30,False,0,27.27,19,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,12,highway-v0,30,False,0,27.75,15,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,13,highway-v0,30,False,0,27.82,18,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,14,highway-v0,30,False,0,27.53,20,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,15,highway-v0,30,False,0,27.5,8,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,16,highway-v0,6,True,6,4.64,4,Planning,Planning,1,results\evaluation\evidence\cut_in_high_speed_ep0016_step0006_planning.json,0,0,1,0,0,0,0
cut_in_high_speed,cut_in,17,highway-v0,30,False,0,27.68,14,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,18,highway-v0,30,False,0,27.82,21,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,19,highway-v0,30,False,0,27.79,23,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,20,highway-v0,30,False,0,27.76,19,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,21,highway-v0,5,True,5,3.69,1,Planning,Planning,1,results\evaluation\evidence\cut_in_high_speed_ep0021_step0005_planning.json,0,0,1,0,0,0,0
cut_in_high_speed,cut_in,22,highway-v0,30,False,0,27.81,24,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,23,highway-v0,30,False,0,27.27,8,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,24,highway-v0,30,False,0,27.28,6,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,25,highway-v0,30,False,0,27.54,10,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,26,highway-v0,30,False,0,27.82,19,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,27,highway-v0,30,False,0,27.31,0,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,28,highway-v0,30,False,0,27.67,0,,Unknown,0,,0,0,0,0,0,0,0
cut_in_high_speed,cut_in,29,highway-v0,30,False,0,27.67,25,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_dense,emergency_braking,0,highway-v0,5,True,5,4.05,0,Prediction,Prediction,1,results\evaluation\evidence\emergency_braking_dense_ep0000_step0005_prediction.json,0,1,0,0,0,0,0
emergency_braking_dense,emergency_braking,1,highway-v0,34,True,34,32.67,13,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0001_step0034_planning.json,0,0,1,0,0,0,0
emergency_braking_dense,emergency_braking,2,highway-v0,15,True,15,14.08,0,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0002_step0015_planning.json,0,0,1,0,0,0,0
emergency_braking_dense,emergency_braking,3,highway-v0,27,True,27,26.09,17,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0003_step0027_planning.json,0,0,1,0,0,0,0
emergency_braking_dense,emergency_braking,4,highway-v0,35,True,35,34.08,22,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0004_step0035_planning.json,0,0,1,0,0,0,0
emergency_braking_dense,emergency_braking,5,highway-v0,35,False,0,35.0,15,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_dense,emergency_braking,6,highway-v0,32,True,32,30.71,11,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0006_step0032_planning.json,0,0,1,0,0,0,0
emergency_braking_dense,emergency_braking,7,highway-v0,10,True,10,9.07,0,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0007_step0010_planning.json,0,0,1,0,0,0,0
emergency_braking_dense,emergency_braking,8,highway-v0,18,True,18,17.04,4,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0008_step0018_planning.json,0,0,1,0,0,0,0
emergency_braking_dense,emergency_braking,9,highway-v0,31,True,31,29.48,2,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0009_step0031_planning.json,0,0,1,0,0,0,0
emergency_braking_dense,emergency_braking,10,highway-v0,20,True,20,19.05,0,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0010_step0020_planning.json,0,0,1,0,0,0,0
emergency_braking_dense,emergency_braking,11,highway-v0,35,False,0,34.36,4,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_dense,emergency_braking,12,highway-v0,31,True,31,30.03,14,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0012_step0031_planning.json,0,0,1,0,0,0,0
emergency_braking_dense,emergency_braking,13,highway-v0,35,False,0,34.38,4,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_dense,emergency_braking,14,highway-v0,35,False,0,34.47,8,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_dense,emergency_braking,15,highway-v0,35,False,0,35.0,24,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_dense,emergency_braking,16,highway-v0,35,False,0,35.0,9,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_dense,emergency_braking,17,highway-v0,35,False,0,35.0,20,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_dense,emergency_braking,18,highway-v0,18,True,18,17.04,0,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0018_step0018_planning.json,0,0,1,0,0,0,0
emergency_braking_dense,emergency_braking,19,highway-v0,20,True,20,19.07,4,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0019_step0020_planning.json,0,0,1,0,0,0,0
emergency_braking_dense,emergency_braking,20,highway-v0,24,True,24,23.08,4,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0020_step0024_planning.json,0,0,1,0,0,0,0
emergency_braking_dense,emergency_braking,21,highway-v0,28,True,28,26.79,10,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0021_step0028_planning.json,0,0,1,0,0,0,0
emergency_braking_dense,emergency_braking,22,highway-v0,25,True,25,24.05,14,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0022_step0025_planning.json,0,0,1,0,0,0,0
emergency_braking_dense,emergency_braking,23,highway-v0,22,True,22,20.66,0,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0023_step0022_planning.json,0,0,1,0,0,0,0
emergency_braking_dense,emergency_braking,24,highway-v0,35,False,0,34.36,7,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_dense,emergency_braking,25,highway-v0,19,True,19,18.02,11,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0025_step0019_planning.json,0,0,1,0,0,0,0
emergency_braking_dense,emergency_braking,26,highway-v0,17,True,17,16.08,1,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0026_step0017_planning.json,0,0,1,0,0,0,0
emergency_braking_dense,emergency_braking,27,highway-v0,35,False,0,34.36,0,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_dense,emergency_braking,28,highway-v0,14,True,14,13.03,0,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0028_step0014_planning.json,0,0,1,0,0,0,0
emergency_braking_dense,emergency_braking,29,highway-v0,19,True,19,18.08,0,Planning,Planning,1,results\evaluation\evidence\emergency_braking_dense_ep0029_step0019_planning.json,0,0,1,0,0,0,0
emergency_braking_lead_stop,emergency_braking,0,highway-v0,30,False,0,28.33,8,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,1,highway-v0,30,False,0,28.03,19,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,2,highway-v0,30,False,0,27.93,10,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,3,highway-v0,30,False,0,27.83,25,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,4,highway-v0,30,False,0,27.53,2,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,5,highway-v0,30,False,0,27.67,9,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,6,highway-v0,30,False,0,27.33,22,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,7,highway-v0,30,False,0,27.55,13,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,8,highway-v0,30,False,0,27.41,23,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,9,highway-v0,30,False,0,27.53,5,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,10,highway-v0,30,False,0,27.86,11,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,11,highway-v0,30,False,0,27.46,0,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,12,highway-v0,30,False,0,27.75,16,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,13,highway-v0,30,False,0,27.59,2,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,14,highway-v0,30,False,0,27.39,0,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,15,highway-v0,30,False,0,27.83,23,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,16,highway-v0,30,False,0,27.33,1,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,17,highway-v0,30,False,0,27.74,11,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,18,highway-v0,30,False,0,27.83,5,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,19,highway-v0,30,False,0,27.37,17,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,20,highway-v0,30,False,0,27.9,15,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,21,highway-v0,30,False,0,27.28,1,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,22,highway-v0,17,True,17,15.06,8,Planning,Planning,1,results\evaluation\evidence\emergency_braking_lead_stop_ep0022_step0017_planning.json,0,0,1,0,0,0,0
emergency_braking_lead_stop,emergency_braking,23,highway-v0,30,False,0,27.28,26,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,24,highway-v0,15,True,15,12.91,2,Planning,Planning,1,results\evaluation\evidence\emergency_braking_lead_stop_ep0024_step0015_planning.json,0,0,1,0,0,0,0
emergency_braking_lead_stop,emergency_braking,25,highway-v0,30,False,0,27.63,0,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,26,highway-v0,30,False,0,27.86,12,,Unknown,0,,0,0,0,0,0,0,0
emergency_braking_lead_stop,emergency_braking,27,highway-v0,24,True,24,20.95,1,Planning,Planning,1,results\evaluation\evidence\emergency_braking_lead_stop_ep0027_step0024_planning.json,0,0,1,0,0,0,0
emergency_braking_lead_stop,emergency_braking,28,highway-v0,19,True,19,17.04,6,Planning,Planning,1,results\evaluation\evidence\emergency_braking_lead_stop_ep0028_step0019_planning.json,0,0,1,0,0,0,0
emergency_braking_lead_stop,emergency_braking,29,highway-v0,30,False,0,27.8,14,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,0,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,1,intersection-v0,4,False,0,4.0,4,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,2,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,3,intersection-v0,4,True,4,-1.0,4,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_unprotected_ep0003_step0004_robustness.json,0,0,0,0,1,0,0
junction_crossing_unprotected,junction_crossing,4,intersection-v0,3,True,3,-2.0,3,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_unprotected_ep0004_step0003_robustness.json,0,0,0,0,1,0,0
junction_crossing_unprotected,junction_crossing,5,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,6,intersection-v0,2,True,2,-3.0,2,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_unprotected_ep0006_step0002_robustness.json,0,0,0,0,1,0,0
junction_crossing_unprotected,junction_crossing,7,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,8,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,9,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,10,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,11,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,12,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,13,intersection-v0,3,True,3,-2.0,3,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_unprotected_ep0013_step0003_robustness.json,0,0,0,0,1,0,0
junction_crossing_unprotected,junction_crossing,14,intersection-v0,3,True,3,-2.0,3,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_unprotected_ep0014_step0003_robustness.json,0,0,0,0,1,0,0
junction_crossing_unprotected,junction_crossing,15,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,16,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,17,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,18,intersection-v0,4,True,4,-1.0,4,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_unprotected_ep0018_step0004_robustness.json,0,0,0,0,1,0,0
junction_crossing_unprotected,junction_crossing,19,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,20,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,21,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,22,intersection-v0,4,False,0,4.0,4,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,23,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,24,intersection-v0,3,True,3,-2.0,3,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_unprotected_ep0024_step0003_robustness.json,0,0,0,0,1,0,0
junction_crossing_unprotected,junction_crossing,25,intersection-v0,5,True,5,5.0,5,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_unprotected_ep0025_step0005_robustness.json,0,0,0,0,1,0,0
junction_crossing_unprotected,junction_crossing,26,intersection-v0,1,True,1,-5.0,1,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_unprotected_ep0026_step0001_robustness.json,0,0,0,0,1,0,0
junction_crossing_unprotected,junction_crossing,27,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_unprotected,junction_crossing,28,intersection-v0,3,True,3,-2.47,3,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_unprotected_ep0028_step0003_robustness.json,0,0,0,0,1,0,0
junction_crossing_unprotected,junction_crossing,29,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_busy,junction_crossing,0,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_busy,junction_crossing,1,intersection-v0,3,True,3,-2.0,3,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_busy_ep0001_step0003_robustness.json,0,0,0,0,1,0,0
junction_crossing_busy,junction_crossing,2,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_busy,junction_crossing,3,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_busy,junction_crossing,4,intersection-v0,2,True,2,-3.0,2,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_busy_ep0004_step0002_robustness.json,0,0,0,0,1,0,0
junction_crossing_busy,junction_crossing,5,intersection-v0,3,True,3,-2.0,3,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_busy_ep0005_step0003_robustness.json,0,0,0,0,1,0,0
junction_crossing_busy,junction_crossing,6,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_busy,junction_crossing,7,intersection-v0,3,True,3,-2.0,3,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_busy_ep0007_step0003_robustness.json,0,0,0,0,1,0,0
junction_crossing_busy,junction_crossing,8,intersection-v0,1,True,1,-5.0,1,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_busy_ep0008_step0001_robustness.json,0,0,0,0,1,0,0
junction_crossing_busy,junction_crossing,9,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_busy,junction_crossing,10,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_busy,junction_crossing,11,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_busy,junction_crossing,12,intersection-v0,4,True,4,-1.0,4,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_busy_ep0012_step0004_robustness.json,0,0,0,0,1,0,0
junction_crossing_busy,junction_crossing,13,intersection-v0,3,True,3,-2.0,3,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_busy_ep0013_step0003_robustness.json,0,0,0,0,1,0,0
junction_crossing_busy,junction_crossing,14,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_busy,junction_crossing,15,intersection-v0,3,True,3,-2.47,3,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_busy_ep0015_step0003_robustness.json,0,0,0,0,1,0,0
junction_crossing_busy,junction_crossing,16,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
